ref,date,riskRating,category,location,details
SCA14.1001,2014-10-27,Minor,,,"[REDACTED 1], [REDACTED 2] informed case workers of an incident on Sunday where they say they were harassed by guard [REDACTED 3] and ERT staff who shone lights in their face and blocked the passage of [REDACTED 1] as he tried to leave the tent."
SCA14.1002,2014-10-27,Minor,,,"[REDACTED 1] told caseworkers that [REDACTED 1] was attempting to walk to soccer field and guard [REDACTED 2] told him he was not allowed because he was a trouble maker. He alleged [REDACTED 2] stated 'Do you want to be like [REDACTED 3], he always makes trouble and twice failed RSD'"
SCA14.1003,2014-10-27,Minor,,,"[REDACTED 1] stated to case workers that guard [REDACTED 2] stated to him ""you know a few months ago you made trouble. I made a report, that‰Û¡ÌÝå»s why you case has failed, twice'"
SCA14.1117,2014-11-27,Minor,INFORMATION,TENT 40 AREA 3 RPC3,[REDACTED 1] DISCLOSED THAT A WILSONS SECURITY GUARD [REDACTED 2] HAS BEEN DISCLOSINING TO A/S THAT HE SERVED IN THE MILITARY AND HAS KILLED PEOPLE AS PART OF HIS ROLE
SCA14.1116,2014-11-27,Minor,INFORMATION,TENT 40 AREA 3 RPC3,[REDACTED] ADVISED THAT SHE HAS NOT BEEN TAKING HER BLOOD PRESSURE MEDIATION SINCE 22/11/2014 AS SHE FINDS IT HARD TO GET TO IHMS EVERYDAY FOR 2HOURS TO OBTAIN THE MEDICATION
SCA14.1191,2014-12-15,Minor,,,COMPLAINT AGAINST SECURITY GUARD
SCA14.1196,2014-12-17,Major,,,Discussion between Beneficiaries to discuss allegations made by [REDACTED] regarding interactions between Thapa family.
SCA14.0468,2014-07-18,Information,,,Client [REDACTED] states that her razor had disappeared from her tent
SCA14.0627,2014-08-21,Minor,Bullying & Harrassment,Kayser College,"On 26.08.14 at approximately 14:00 hrs CW RAP attended the IJUW lodge, room 12 and spoke with [REDACTED 1] and [REDACTED 2]. During the conversation about [REDACTED 1]'s school [REDACTED 2] said last week a boy put [REDACTED 2]'s head in a door and hit [REDACTED 1]i's head with the door. CW RAP[REDACTED 3] asked who was the boy that did this to [REDACTED 2]? [REDACTED 2] said [REDACTED 4]), son of [REDACTED 5] did this to [REDACTED 2]. [REDACTED 3] asked what happened? [REDACTED 2] said last Thursday (21.08.2014) or Friday (22.08.2014)[REDACTED 1] came home from school and said, ""A boy put her head between the door and put the door on her head."" CW [REDACTED 3] asked [REDACTED 2] and [REDACTED 1] if [REDACTED 1] was hurt. [REDACTED 2] said ""On the right side of her head above her ear, [REDACTED 1] had bruising."" [REDACTED 1] then said [REDACTED 1] was ""upset and crying."" [REDACTED 3] said later that day the manager of the school came to see her and two teachers from the school to check if [REDACTED 1] was well. [REDACTED 1] said [REDACTED 1] stayed home from school the next day. [REDACTED 2] said [REDACTED 1] is all right now."
SCA14.0399,2014-07-03,Minor,,,"[REDACTED 1] asked by UAM staff about his medical condition. [REDACTED 1] said he did not want to discuss this and went to his tent. Not long after, [REDACTED 2] told SCA staff that [REDACTED 1] was unwell. IHMS called."
SCA14.1030,2014-07-02,Minor,Misbehaviour,RPC3 rec tent,Same as above incident
SCA14.0402,2014-07-03,Minor,Physical Violence,RPC3 - Area 11,"AT 2300 Wilson Security team leader [REDACTED 1] stationed at the UAM Compound advised Save the Children UAM Team Leader [REDACTED 2] that Command 4 and Romeo 1 due to earlier incident in the youth recreational tent involving [REDACTED 3] where he kicked [REDACTED 4] during soccer activity. They now require a statement from [REDACTED 3] and a follow-up action plan regards attending family camp. [REDACTED 3] was interviewed by T/L [REDACTED 2] where he stated he was playing with some of the children in the family camp with a soccer ball. He had walked into the movie area to see what was going on. As he turned to walk back into the main recreational tent area, he felt we he believed was a hard punch to the back of his head. [REDACTED 3] immediately turned around to see [REDACTED 4] laughing at him from approximately 4 feet away. [REDACTED 3] put his hand out and asked why he had done this. [REDACTED 3] then without moving towards [REDACTED 4] kicked his leg out poking him in the upper thigh. [REDACTED 4] then moved away from [REDACTED 3] and began to cry. After a few steps [REDACTED 4] dropped to the ground yelling for attention. SCA recreational staff and UAM staff then walked [REDACTED 3] back to compound. [REDACTED 3] was then asked to follow an action plan when attending family camp. [REDACTED 3] agreed the code word was Problem and he would click his fingers at staff and be removed immeditely."
SCA14.0081,2014-02-28,Minor,Complaint,,[REDACTED] has lost his ID card.
SCA14.0110,2014-03-09,Information,SELF-HARM THREAT,,"UAMs were engaging in activities, when [REDACTED 1] noticd a red wound on the arm or [REDACTED 2] arm, [REDACTED 2] admittd that he had the act about six days ago."
SCA14.0116,2014-03-11,Minor,Complaint,,"At 1100pm (2300 hours) UAMs finished phone time a verbal argument occurred between [REDACTED 1], [REDACTED 2], [REDACTED 3], the argument was over phone time."
SCA14.0162,2014-04-05,Minor,Self-Harm,,Noticed cuts on the arm of [REDACTED] discussed this with [REDACTED]-Cut himself with rock because of anger and frustration
SCA14.0397,2014-07-02,Minor,,,Same as above incident
SCA14.0393,2014-07-02,Information,,,[REDACTED] seen sitting in her room after code black called. Some items in tent has been thrown around.
SCA14.0437,2014-07-09,Major,,,SCA staff witnessed fighting in tent between families
SCA14.0593,2014-08-14,Minor,,,Writer states a mouse ran along the floor inside tent.
SCA14.0594,2014-08-15,Minor,,,"Writer reports that Security staff told her [REDACTED] asked them to help her take her young baby to IHMS area 3. Security stated he was told by senior to not take children to IHMS in vehicle unless child is very sick, so directed them to bus. Mother walked off, so he escorted her to IHMS"
SCA14.0769,2014-09-25,Minor,,,Complained of broken microwaves and that someone moved another microwave into a family tent so they couldn‰Û¡ÌÝå»t use it. Became very agitated.
SCA14.0771,2014-09-25,Minor,Program Issue,RPC3 - Area 9,"[REDACTED 1] informed me 3/5 microwaves broken so everyone sharing microwaves in tents 76 & 77 howver the microwave in tent 76 has been put into someone's room. I asked [REDACTED 1] and [REDACTED 2] if they could tell me what was happening with the microwave in their tent as I saw them outside the tent. They became very agitated and I withdrew.
 I asked the security staff if they could follow up on this and left."
SCA14.0814,2014-09-29,Minor,,,"Family can not access microwaves to cook baby food, as 3 of the 5 are broken."
SCA14.0857,2014-10-03,Information,INFORMATION,"RPC3, AREA 9","I WAS INFORMED BY SECURITY THAT THE MIRCOWAVE IN TENT 76 HAD BEEN REMOVED OUT OF A FAMILY ROOM AND INTI THE COMMUNAL AREA. I CHECKED INSIDE THE TENT AND IT WAS NOT VISABLE OR AVAILABLE FOR ANYONE TO USE. 
 [REDACTED 1] TOLD ME THAT THIS IS CAUSING A LOT OF STRESS WHEN THE MOTHERS NEED TO GET ACCESS TO A MIRCOWAVE, ESPECIALLY LATE AT NIGH TO MAKE FOOD FOR BABIES AND YOUNG CHILDREN."
SCA14.0245,2014-05-16,Minor,,,Fighting over soccer ball.
SCA14.1075,2014-11-19,Minor,,,YOUNG CLIENT BOYS WHERE ASK TO LEAVE THE EDUCTION TENT MANY TIMES; THEN WHEN THEY WHERE LEAVING ONE PUNCHED SCA STAFF MEMBER IN THE BACK AND CONTINUED TO BE RUDE BEFORE HE RAN AWAY
SCA14.1076,2014-11-19,Minor,,,"[REDACTED] damaged resources and sirupted recreation session, upon asking him to leave he slapped Rec worker across the face and punched her in the back when she escorted him outside."
SCA14.1092,2014-11-22,Minor,INFORMATION,INTERNET TENT,SCA STAFF MEMBER OVSERVED 3 GIRLS WATCHING A SEX SCENE FROM A MOVIE WITH A USB. SCA MEMBER TOLD THEM TO NOT WATCH IT AS IT WAS INAPPROPRIATE. THE GIRLS WHERE THEN CAUGHT AGAIN WATCHING IT. IT WAS THEN CONFISCATED UNTIL THEN END OF THE INTERNET SESSION
SCA14.0315,2014-06-18,Minor,,,Client advised they are victims on ongoing bullying.
SCA14.0508,2014-07-25,Information,,,"Client [REDACTED] (minor) was admitted to the RON to stitch his lip under local anasetic, after spitting it in area 9."
SCA14.0665,2014-08-26,Minor,,,Writer attended playgroup where she noticed [REDACTED] unsupervised. Play worker advised he had been unsupervised for 2 hours. CM went to find his parents who were in their tent. They stated they hadn't supervised their child as they were looking after the baby and lining up for a new phone card
SCA14.0708,2014-09-03,Information,,,[REDACTED 1] has been threatened with physical violence by another client called [REDACTED 2].
SCA14.0728,2014-09-10,Minor,,RPC3,"On 10 Sep 214 at 1315hrs I attended the tent of [REDACTED 1]. [REDACTED 1] was visibly upset. We discussed why she was emotional. She told me that her brother has assaulted her and her daughter, [REDACTED 2], had witnessed it. We discussed protection and whether [REDACTED 1] felt safe. Two guards were watching her room. I asked her if she would like to criminally charge her brother for his actions. [REDACTED 1] said yes she would.[REDACTED 1] told me that her brother's wife ripped off her hijab. [REDACTED 1] continued to cry during the meeting. [REDACTED 2] arrived and was clearly in a heightened state of arousal. [REDACTED 2] said she just her mother's brother near the mess and she is scared. I left the tent and spoke to guards on the gate and reported to my supervisor and my manager."
SCA14.0736,2014-09-14,Information,Family Violence,RPC3 - Area 3,"My client [REDACTED 1] reports that on Tuesday 09.09.14 at approx 2045hrs she approached her brother [REDACTED 2] in Area 3. [REDACTED 1] stated that she was physically assaulted by her brother [REDACTED 2] [REDACTED 1], pushed and hit, she fell to the ground. [REDACTED 1] has a graze on her arm and a small cut on the palm of her hand following the assault. [REDACTED 1]'s daughter witnessed the assault. [REDACTED 1] reports that during the assault, [REDACTED 2]'s wife, [REDACTED 3], pulled of [REDACTED 1]'s hijab. [REDACTED 1] would like to make a formal statement and press criminal charges against her brother [REDACTED 2]. [REDACTED 1] and [REDACTED 4] are currently located in SAA at OPC1."
SCA14.0904,2014-10-09,Information,Missing Property,RPC3,ON 07/10/2014 AT APPROX 1700HRS I ATTENDED TO AREA 9 RPC3 TO SPEAK WITH [REDACTED]. HE ASKED ME TO PHOTOCOPY TWO IDENTIFICATION CARDS FOR HIM. THE CARDS ARE WRITTEN IN BURMESE. I RETURNED TO THE OFFICE AT APPROX 1730 HRS AND STORED THE CARDS IN THE SCA FILING CABINET. ON THE 8/10/2014 AT APPROX 1000HRS I NOTICED ONE CARD MISSING FROM THE FILE. I RETRACED MY STEPS FROM THE DAY BEFORE TO SEE IF I DROPPED ONE CARD. I ASKED WILSON STAFF IN CONTROL ROOM AND AT AREA 9 IF AN ID CARD HAD BEEN HANDED IN. I CAN NOT LOCATED THE CARD.
SCA14.0932,2014-10-14,Information,Physical Violence,RPC1 School,[REDACTED] informed CW that she witness 2 unknown boys punching her brother at the scoccer field at school and that he was crying afterward.
SCA14.0935,2014-10-14,Information,CONCERN,RPC3,"ASYLUM SEEKER ALLEDGED THAT IS ID CARD DOB IS INCORRECT, BELEIVING HE IS A MINOR"
SCA14.0952,2014-10-16,Information,MISBEHAVIOUR,RPC3,"Refused to move tent, said he was sick and why don‰Û¡ÌÝå»t you just kill me to CW."
SCA14.0957,2014-10-18,Minor,MISBEHAVIOUR,RPC3,"Refused to move tent, said he was sick and why don‰Û¡ÌÝå»t you just kill me to CW."
SCA14.0958,2014-10-18,Information,INFORMATION,"RPC3, AREA9","[REDACTED] DID NOT WANT TO RELOCATE TO TENT 72, AS HE FELT UNSAFE DUE TO A DISAGREEMENT EARLIER IN THE DAY WITH ANOTHER A/S"
SCA14.1131,2014-11-30,Minor,,,[REDACTED] told case worker that two months ago she obtained 30 to 40 pills and then consumed then in an attempt to end her life.
SCA14.0286,2014-06-10,Minor,,,"[REDACTED 1] was asked to leave the recreation tent after being disruptive and not listening to staff. Lateer he told the staff not to inform this to his brother. After further investigation he stated his brother [REDACTED 1] would hit him in the face with a shoe and it was happening all the time. Also He mentioned that when he reported to the officer in past and they said ""no problem"". [REDACTED 2] informed this to her team members and wrote the IR"
SCA14.0473,2014-07-19,Information,,,SCA worker noticed nits in client [REDACTED] (minor) hair
SCA14.0501,2014-07-24,Minor,,,Client [REDACTED] (minor) drew sexually explicit pictures in recreation area and showed SCA worker. Client explained the pictures and then ripped them up when asked if the worker could keep them. Client continued to draw pictures of this nature when on her own.
SCA14.0897,2014-10-08,Minor,,,[REDACTED] stated she will kill herself and made gestures of strangling herself
SCA14.0235,2014-05-13,Major,,,On arrival at the allocated pickup area at OPC3 the security guard informed the teachers that [REDACTED 1] had been throwing rocks and pushing. Teachers assistant attempted to speak to the student who refused to listen or to get in line. [REDACTED 1] then pushed [REDACTED 2] who kicked [REDACTED 1]. [REDACTED 1] then started to hit. kick and throw rocks at surrounding people. He was detained by three teachers and one Wilsons guard.
SCA14.0561,2014-08-06,Minor,,,Client [REDACTED] advised SCA UAM Manager that all UAM clients are very stressed and unhappy and that as a leader of the group he is worried they boys may harm themselves to be heard by DIBP.
SCA14.0569,2014-08-07,Minor,,,"Unrest in the UAM camp, clients demanding to speak to SCA Operations Manager. Client displayed anti social behaviour"
SCA14.0076,2014-02-23,Minor,Complaint,RPC3,"[REDACTED]. CM was approached by [REDACTED], who has recently moved to the OPC. [REDACTED] said that it was very difficult to stay where he was due to his neighbour, as they were not able to sleep till after midnight due to the noise at night. [REDACTED] said that he could not manager to stay in the tent he was allocated, and wanted to be moved. [REDACTED] said he was going to fight his neighbour if things did not hange. CM suggested that he be patient and she would find out what was able to be arranged, and that fighting anyone was into the way to go, and he would get into a lot of trouble."
SCA14.0534,2014-07-30,Information,,,Client [REDACTED] disclosed to SCA worker that there would be a 7 day protest held by Somali SAFs for their freedom
SCA14.0850,2014-10-02,Minor,SELF-HARM THREAT,"RPC3, AREA3",CM [REDACTED 1] VISITED [REDACTED 2] AND HOS MOTHER TO FOLLOW UP AS PER USUAL. ON ARRIVAL BOTH [REDACTED 2] AND HIS MOTHER [REDACTED 3] ENGAGED IN CONVERSATION. [REDACTED 3] INFORMED THAT SHE WAS VERY WORRIES ABOUT HER SOM DUE TO HIS LOW MOOD AND FEELING DEPRESSED. [REDACTED 2] CONFIRMED THAT HIS MOOD HAD BECOME INCREASINGLY LOW AND THAT HE FEELS LIKE GIVING UP AND THAT THEE IS NO HOPE. BOTH REFERRED TO THE RECENT MESSAGING AND INFORMED THAT THIS HAS IMPACTED THEM BOTH GREATLY. HE STATED THAT HE IS UNABLE TO RETURN TO THE GYM DUE TO HIS LEG RECOVERING FROM HIS RECENT SPIDER BITE AND THAT HE HAS NO MOTIVATION TO DO ANYTHING. HE INFORMED THAT HE HAD ALREADY THREATENED TO SELF HARM AND THAT IF HE DOESN'T GET OUT OF RPC3 SOON HE WILL.
SCA14.0109,2014-03-09,Information,,RPC3 - Area 1,"Had a conversation with [REDACTED 1] who was complaining about CSO local by the name of ""[REDACTED 2]"" who slapped his son on his face (Not sure about the spelling of his name). [REDACTED 1] told me he was *illedgible* at about 10:00am on 5/03/2014 when his son running to him while crying & saying that the office slapped on his face. This happend in OPC3, Area 1 on 5/3/2014. The father said the son's face was red on the right side as a result of being slapped by the office. I spoke to his 10 years old son (the who slapped) and he also confirmed the same. HE further explained to me that he was playing with the officer radio when he slapped on his face. Unfortunately nobody witnessed the incident except two children of the same age of [REDACTED 1]. The victim has speaking disability and not move his tongue properly."
