ref,date,reclassified,"riskRating",category,details
SCA15.0351,20/5/2015,NO,MAJOR,ASSAULT,"THIS EVENING IN THE RECREATION AREA AT APPROXIMATELY 20:00HRS [REDACTED] WAS SEEN KICKING AND SCREAMING ATTEMPTING TO GET INTO THE RECREATION TENT. APPROXIMATELY FIVE (5) GUARDS WERE TRYING TO STOP HER FROM GOING IN BY HOLDING THE DOOR AND STANDING THEIR GROUND. [REDACTED] CONTINUED TO KICK AND HIT THE GUARDS AND SAID "" GET IN HERE AND DO YOUR JOB"" ""IF SHE HITS ME ONE MORE TIME"". I ATTEMPTED TO CALM [REDACTED] DOWN BY GOING TO HER LEVEL AND COMFORTING HER, ASKING HER TO PLEASE MOVE AWAY, HOWEVER SHE HIT AND KICKED ME TO THE FLOOR. STAFF MEMBER [REDACTED] CAME AND ATTEMPTED TO HELP. [REDACTED] CONTINUED TO HIT WILSON'S GUARDS, WILSON'S GUARDS SAID "" CAN YOU DO SOMETHING ABOUT THIS I CAN'T TOUCH HER"" AT THIS POINT [REDACTED] WAS VERY AGGRESSIVE AND IT WAS CLEAR THAT SHE WAS BEGINNING TO HURT HERSELF, BANGING UP AGAINST THE FENCE. AS A RESULT I HAD TO RESTRAIN [REDACTED] AND ATTEMPT TO USHER HER OUT OF THE AREA, SHE STICKED, KICKED AND BANGED HERSELF AGAINST THE FENCE. SHE WAS BEGINNING TO HURT HERSELF SO STAFF MEMBER [REDACTED] SCOOPED [REDACTED] UP AND MOVED HER FROM THE GATE. AT THIS POINT [REDACTED] 'S FATHER CAME TO THE AREA AGGRESSIVELY SCREAMING ""OPEN THE GATE"". THE GUARDS PINNED HIM TO THE GROUND, [REDACTED] THEN RAN OVER AND BEGUN TO KICK THE GUARDS ON THE FLOOR. THE GUARDS RELEASED THE FATHER. THE FATHER THEN APPROACHED ME AND SHOUTED ""SAVE THE CHILDREN NO GOOD, IT WILL SHOULD BE OPENED TOMORROW OR THE NEXT DAY"" HE PICKED [REDACTED] UP AND LEFT THE AREA. AS HE LEFT HE PUSHED SAVE THE CHILDREN STAFF MEMBER [REDACTED] OUT OF THE WAY."
SCA15.0447,20/5/2015,NO,MAJOR,ASSAULT,AS PER INCIDENT REPORT
SCA15.0352,21/5/2015,YES,MAJOR,Assault on a Minor,"AT APPROX 16:00 SCA CW [REDACTED] OBSERVED A CHILD BEING LED BY A MALE ADULT INTO THE VOLLEYBALL AREA. THE CHILD WAS CRYING AND THE ADULT APPEARED UPSET. THE ADULT WAS CARRYING BAN UMBRELLA AND HIT THE CHILD WITH THE UMBRELLA ON THE FRONT OF HIS FACE. THE HIT WAS NOT FORCEFUL. THE CHILD DID NOT REACT TO THE HIT, HOWEVER CONTINUED TO CRY. SCA CW LATER CONSULTED WITH CW [REDACTED] WHO IDENTIFIED THE CHILD AS 2 YEAR OLD [REDACTED] AND THE ADULT AS HIS FATHER [REDACTED]"
SCA15.0353,21/5/2015,YES,MAJOR,Self-Harm Threat,"ON 21/05/2015 AT 1300 CASE WORKER [REDACTED] (CW) RECEIVED A PHONE CALL FROM CW [REDACTED] ADVISING OF A CONVERSATION SHE HAD WITH ASYLUM SEEKER [REDACTED] IN RPC 3 REGARDING A LETTER THAT HER SON, ASYLUM SEEKER [REDACTED] HAD WRITTEN TO IHMS. (IR COMPLETED) CW THEN MET WITH [REDACTED] AT THE SCHOOL IN RPC 1 AT 1330. [REDACTED] STATED THE FOLLOWING:
 ""I WROTE THE NOTE LAST NIGHT AS I WAS ANGRY, I DIDN'T THINK ANYONE WOULD FIND IT"" ""THE NOTE DID SAY I WOULD DO SOMETHING TO MYSELF AS I WAS ANGRY AS I WANT BRACES SO I HAVE NICE TEETH"" ""LAST WEEK I TOOK THE BLADE OUT OF A RAZOR AND HELD IT TO MY ARM AND WAS GOING TO CUT IT. BUT I DROPPED IT; I DON'T KNOW WHY I DIDN'T CUT MYSELF"" ""WHEN I GET ANGRY, I DON'T KNOW WHAT I WILL DO TO MYSELF, I GET ANGRY ABOUT LITTLE THINGS AND I NEVER KNOW WHEN I WILL GET ANGRY"" CW IS AWARE THAT [REDACTED] ) HAS A HISTORY OF SELF-HARM."
SCA15.0354,21/5/2015,NO,MINOR,Non-complaint,"WHILST I [REDACTED] SCA TEACHER WAS TEACHING A CLASS ON PROTECTIVE BEHAVIOURS TO MIDDLE PRIMARY STUDENTS, [REDACTED] ([REDACTED]) D.O.B. [REDACTED] SAID "" ONE TIME A GUARD ASKED [REDACTED] TO SEE HER TUMMY, (SHE MENTIONED TO LIFT HER SHIRT) AND I TOLD HER TO SAY NO, YOU CAN ONLY SHOW YOUR MUM""."
SCA15.0355,21/5/2015,YES,MAJOR,Self-Harm Threat,"ON THE 21ST MAY 2015 AT 12:25 [REDACTED] STATED TO SCA (SAVE THE CHILDREN) CASE WORKER [REDACTED] AND TIS INTERPRETER [REDACTED] ""THIS MORNING I FOUND A NOT FROM [REDACTED] SAYING "" IF I DON'T GET MY BRACES I WILL DO SOMETHING"" CW ASKED [REDACTED] WHERE SHE HAD FOUND THE NOTE. [REDACTED] STATED ""ON THE TABLE IN OUR ROOM"" CW ASKED [REDACTED] WHAT THE NOTE HAD BEEN WRITTEN ON. [REDACTED] STATED ""ON A REQUEST FORM, IT SAID TO IHMS AND SAID FROM [REDACTED] "" [REDACTED] STATED ""I THEN RIPPED THE NOTE UP IN FRONT OF [REDACTED] . [REDACTED] THEN SAID "" TELL MY CW THAT I WROTE THAT, I WANT THEM TO KNOW THAT I WROTE THAT. TELL THEM TO VISIT ME AT SCHOOL"" CW ASKED [REDACTED] IF SHE HAD ASKED [REDACTED] WHAT HE MEANT BY ""DO SOMETHING"" [REDACTED] SHOOK HER HEAD. CW ADVISED [REDACTED] THAT SHE WOULD TELL [REDACTED] 'S CW AND [REDACTED] 'S CW WOULD VISIT HIM AT SCHOOL. NOTE: [REDACTED] QLN048 IS THE MOTHER OF [REDACTED] . [REDACTED] IS A MINOR AGED 14. [REDACTED]"
SCA15.0356,22/5/2015,NO,MINOR,THREAT OF HARM,"I [REDACTED] WAS SPEAKING TO [REDACTED] WITH INTERPRETER THANGA IN AREA [REDACTED] TENT [REDACTED] AT RPC3 WHEN [REDACTED] STATED ""I AM SCARED I AM GOING TO KILL [REDACTED] AGE 3 YEARS, FROM BEATING HIM TO DEATH BECAUSE I CANNOT CONTROL HIM"" I EXPLORED THIS FURTHER WITH [REDACTED] AND SHE ACKNOWLEDGED THAT SHE IS NOT COPING WITH [REDACTED]'S CHALLENGING BEHAVIOURS AT THE PRESENT TIME. LATER IN THE CONVERSATION I MENTIONED TO [REDACTED] THAT SHE HAS A WELFARE PHONE CALL WITH HER HUSBAND TOMORROW (SATURDAY) AND SHE STATED ""DON'T BOTHER BRINGING THE PHONE DOWN FOR ME, I HAVE NOTHING TO SAY TO MY HUSBAND."
SCA15.0357,22/5/2015,NO,MINOR,ACCIDENT/INJURY,[REDACTED] WAS SWINGING ON A SWING ON THE STEPS. SHE FELL OFF AND BUMPED HER HEAD. THE GUARD ON DUTY PHONED HER PARENTS AT RPC3 AND [REDACTED] WAITED IN THE CLASSROOM. PARENTS ARRIVED AT 12:30 AND TOOK HER TO IHMS. SHE WAS NOT TREATED AND RETURNED BACK TO SCHOOL. NO SIGNS OF ANY DIZZINESS OR FEELING SICK. SHE RETURNED HOME ON THE USUAL SCHOOL BUS AT 14:00. [REDACTED] IS 6 YEARS OLD
SCA15.0358,22/5/2015,NO,MINOR,PROPERTY DAMAGE,"[REDACTED] (SCA TEACHER) WAS IN THE LIBRARY AT 15:45PM. [REDACTED] (SCA COORDINATOR) HANDED [REDACTED] A NOTE 2 STUDENTS [REDACTED] AND [REDACTED] HAD GIVEN HIM. THE NOT STATED THAT [REDACTED] WAS SYSTEMATICALLY RIPPING OUT PAGES FROM BOOKS. [REDACTED] WENT TO THE CUPBOARD WHERE [REDACTED]) WAS WORKING. [REDACTED] HAD RIPPED OUT A PAGE FROM A BOOK. [REDACTED] ASKED HER WHAT SHE WAS DOING. [REDACTED] STATED ""SHE LIKED HAT PAGE. [REDACTED] NOTED ON THE TOP SELF TOWARDS THE BACK WAS A BOOK PARTIALLY HIDDEN WITH RIPPED PAGES TUCKED INSIDE. THEN [REDACTED] NOTED [REDACTED] MOVED THE BOOK WITH THE PAGES TO THE TOP OF THE CUPBOARD. [REDACTED] CONVINCED[REDACTED] TO LEAVE THE LIBRARY AND GO TO HER NEXT CLASS. [REDACTED] THEN RETRIEVED THE BOOK AND DISCOVERED THERE WERE 81 PAGES RIPPED FROM OTHER LIBRARY BOOKS."
SCA15.0359,22/5/2015,YES,MINOR,PROPERTY DAMAGE,"ON FRIDAY 22/05/2015 [REDACTED] AND MYSELF TOOK THE COOKING EXCURSION TO NAURU COLLEGE AT 18:30PM. WHEN WE ARRIVED THE KEYS WE HAD TAKEN DID NOT FIT THE LOCKS. WE SPOKE TO SECURITY AT THE COLLEGE TO OPEN THE DOOR. WE ALSO CONTACTED THE PRINCIPAL OF THE SCHOOL AND HE INFORMED US THE LOCKS WERE CHANGED LAST WEEK, WE ALSO CONTACTED OTHER SAVE THE CHILDREN RECREATION STAFF TO TELL THEM THE KEY WASN'T FITTING THE LOCK. WHEN IT GOT TO 19:45PM WE DECIDED TO CANCEL THE COOKING CLASS BECAUSE THE WOMEN WERE COMPLAINING OF BEING HUNGRY. WE COULD NOT GET IN AND WE WERE RUNNING OUT OF TIME. WILSON'S NOTIFIED THE MESS AND WE TOOK THE CLIENTS BACK TO RPC3 SO THEY COULD HAVE DINNER THERE."
SCA15.0360,23/5/2015,YES,MAJOR,ASSAULT,"COMMUNITY HEALTH NURSE (CHN) [REDACTED] WAS WALKING DOWN THE GRAVEL ROAD TOWARD AREA 9 WHEN CHILDREN'S VOICES WERE HEARD. CHN [REDACTED] WITNESSED [REDACTED] BEING HELD FROM BEHIND BY A BOY (LATER IDENTIFIED BY [REDACTED] AS [REDACTED]) AND ANOTHER BOY (LATER IDENTIFIED BY [REDACTED] AS ? [REDACTED] WHO APPEARED TO BE PUNCHING [REDACTED] IN THE BELLY. AS CHN [REDACTED] APPROACHED ANOTHER BOY (UNIDENTIFIED) WAS WITNESSED RUNNING TOWARD [REDACTED] AND KICKING IN HER DIRECTION. CHN [REDACTED] APPROACHED THE CHILDREN AND SAID ""LEAVE HER ALONE, STOP THAT"" AND [REDACTED] THEN THREW [REDACTED] TO THE GROUND AND THE THREE BOYS LEFT THE AREA. [REDACTED] CRIED AND SUSTAINED A SMALL GRAZE ON HER RIGHT KNEE THAT DOES NOT REQUIRE TREATMENT. CHN [REDACTED] ESCORTED [REDACTED] BACK TO HER PARENTS IN THEIR TENT. [REDACTED] WAS PRESENT THROUGHOUT THE INCIDENT. ON THE WAY BACK TO AREA 9 CHN [REDACTED] ASKED [REDACTED] 1) IF SHE HAD BEEN PLAYING A GAME? TO WHICH [REDACTED] REPLIED ""NO"" 2) DID THE BOYS HURT HER TO WHICH SHE REPLIED ""YES"" 3) WAS SHE FRIGHTENED OR SCARED? TO WHICH SHE REPLIED ""I WAS VERY FRIGHTENED"". [REDACTED] THEN ALLOWED CHN [REDACTED] TO TAKE HER BACK TO HER PARENTS IN AREA 9. CHN [REDACTED] EXPLAINED THE SITUATION TO [REDACTED]'S FATHER [REDACTED] AND THEN TO HER MOTHER [REDACTED] WITH AN INTERPRETER WHO WAS PRESENT IN AREA 9"
SCA15.0361,23/5/2015,YES,MINOR,Non-complaint,"COMMUNITY HEALTH NURSE (CHN) [REDACTED] WAS LEAVING AREA 9 WHEN SHE NOTICED A CHILD PRESENT WHO DOES NOT LIVE IN THE AREA. THE CHILD STATED SHE WAS [REDACTED] AND WAS WITH HER FRIEND [REDACTED]. WHEN CHN [REDACTED] ASKED IF [REDACTED] WAS VISITING SHE REPLIED ""NO, MY PARENTS HAVE GONE TO OPEN CENTRE AND I AM SCARED TO GO BACK TO MY TENT AND I AM ALL ALONE"" CHN ASKED WHEN HER PARENTS HAD GONE ON OPEN CENTRE - WAS IT BEFORE OR AFTER LUNCH? [REDACTED] REPLIED ""IT WAS BEFORE LUNCH"". CHN [REDACTED] ASKED ""SO BOTH OF YOUR PARENTS HAVE GONE OUT?"" AND [REDACTED] STATED ""YES"" CHN [REDACTED] ADVISED [REDACTED] TO STAY IN AREA 9 WITH [REDACTED] WHILST HER PARENTS WERE LOCATED FOR HER."
SCA15.0362,24/5/2015,YES,MINOR,Non-complaint,"AT APPROXIMATELY 10:50AM I [REDACTED] (SCA OPERATIONS MANAGER) WITNESSED SEVERAL INTERPRETERS TAKING PHOTOS OF THE HEAVY RAIN FROM THE TOP FLOOR OF THE RPC1 SCHOOL OUTSIDE THE INTERPRETERS ROOM. IN THE BACKGROUND THERE WOULD HAVE BEEN THE SCHOOL, THE RPC1 ACCOMMODATION AND RPC1 ADMIN BUILDINGS. BY THE TIME I ARRIVED THERE, THE INTERPRETERS HAD GONE."
SCA15.0363,24/5/2015,YES,MAJOR,Self-Harm Threat,"ON 24/05/2015 AT 1420 CASE WORKER [REDACTED] (CW) WAS APPROACHED BY ASYLUM SEEKER [REDACTED] IN THE PLAYGROUND IN RPC 3, SHE ADVISED THAT SHE WAS WORRIED ABOUT HER BROTHER, ASYLUM SEEKER [REDACTED] (14 YEARS) AS HE HAD TOLD HER THAT HE WAS GOING TO “DO SOMETHING” IF HE DIDN’T GET BRACES. CW THEN MET WITH [REDACTED] IN THE PLAYGROUND AT 1430. IN RELATION TO THIS COMMENT [REDACTED] STATED THE FOLLOWING: “I NEED BRACES, I HAVE MADE LOTS OF REQUEST AND NO ONE TAKES ME SERIOUSLY”. (CW CONFIRMED THAT HE HAD BEEN COMPLETING THE REQUEST FORMS AND PLACING THEM IN THE BOX IN THE MESS) “I AM ANGRY THAT NO ONE WILL LISTEN TO ME”. “I AM GOING TO HURT MYSELF, AND THEN THEY MIGHT TAKE ME SERIOUSLY”. CW EXPLORED WHAT[REDACTED] MEANT BY HURTING HIMSELF, HE ADVISED THAT “I HAVE A PLAN BUT I’M NOT TELLING YOU”. CW ASKED WHY HE WOULDN’T TELL HER, HE STATED “LAST TIME I CUT MYSELF YOU TOOK ALL THE RAZORS”. CW CONFIRMED THAT HE WOULDN’T TELL HER WHAT HIS PLAN WAS AS SHE WOULD IMPACT THIS. CW THEN EXPLORED HOW [REDACTED] WAS FEELING TODAY, HE STATED THAT “I AM ANGRY, BUT I’LL GIVE THEM A FEW MORE DAYS”. CW QUESTIONED HOW MANY DAYS WAS A FEW HOWEVER HE WOULD NOT ELABORATE. [REDACTED] THEN STATED “I DON’T WANT SECURITY FOLLOWING ME AROUND” CW ADVISED THAT GIVEN THESE DISCLOSURES AND HIS HISTORY OF SELF-HARM THIS HAD TO BE REPORTED. CW THEN ATTEMPTED TO DISCUSS ONGOING SAFETY PLANS WITH [REDACTED] HOWEVER HE WAS RELUCTANT TO ENGAGE IN THIS CONVERSATION AND ADVISED THAT HE HAD NO ONE TO TALK TO. CW IS AWARE THAT [REDACTED]’S MAIN SUPPORTS ARE HIS MOTHER [REDACTED] AND SISTER [REDACTED] ARE CURRENTLY AT RPC 1, IHMS. CW IS AWARE THAT [REDACTED] HAS A HISTORY OF SELF-HARM."
SCA15.0448,25/5/2015,NO,MAJOR,Abusive / Aggressive Behaviour,AT 1420 [REDACTED] WAS BEING ESCORTED TO THE MAA FROM VISITING HIS SISTER AT THE RAA. HE HAS BECOME AGGRESSIVE AND PUSHED A FAN OVER. STAFF HAVE USED MINIMAL FORCE TO STOP HIM CAUSING DAMAGE TO PROPERTY OR INJURING HIMSELF.
SCA15.0368,28/5/2015,NO,MINOR,Abusive / Aggressive Behaviour,"AT THE ABOVE TIME MALE A/S [REDACTED] BECAME AGITATED ABOUT HIS WIFE [REDACTED] BEING ILL. SHE HAD BEEN TO IHMS DURING THE EVENING MEDICATION TIMING AND CONTINUED VOMITING ON RETURNING TO HER TENT.
 HE PICKED UP A CHAIR NEAR THE AREA 3 SMOKING POINT ABD THREW IT. HE WALKED TO THE ESCORT STATION OUTSIDE AREA 3 AND UPTURNED A TABLE INSIDE THE TENT. HE MOVED OUTSIDE THE ESCORT STATION KICKING A RUBBISH BIN OVER AND KICKING THE TEMPORARY FENCING OVER. HE WAS YELLING AS HE DID THIS.
 A SMALL GROUP OF A/S WERE WITH HIM, WITH TWO OF THEM ATTEMPTING TO CALM HIM DOWN. CSO'S ARRIVED ABD CONTAINED [REDACTED] TO THE ROAD AREA OUTSIDE THE ESCORT STATION. HE CONTINUED VERBALIZING AGGRESSIVELY AND CALMED DOWN SUFFICIENTLY TO SPEAK TO AFTER APPROXIMATELY 5 MINUTES. HE WAS SPOKEN TO BY TEAM LEADER (ROMEO 1) [REDACTED] ABD CULTURAL ADVISER [REDACTED]. IHMS ROC1 WERE CALLED AND AGREED TO SEE [REDACTED] AT RPC1.
 [REDACTED] WENT TO THE AREA 3 SMOKING POINT AND SAT WITH OTHER A/S UNTIL [REDACTED] WAS ESCORTED TO IHMS RPC1 AT 2320HRS."
SCA15.0449,28/5/2015,NO,MAJOR,Food &/or Fluid Refusal,[REDACTED] HAD INFORMED THE STAFF THAT HE WILL NOT EAT OR DRINK ANYTHING UNTIL HE GETS TO AUSTRALIA
SCA15.0365,29/5/2015,NO,MINOR,Accident / Injury,"AT APPROX. 15:60 ON 28 MAY 2015 [REDACTED] APPROACHED ME TO REPORT AN INJURY TO [REDACTED]. 
 I SPOKE TO [REDACTED] AND ASKED HIM WHAT HAPPENED TO [REDACTED] . [REDACTED] SAID HE WAS SITTING ON THE PLAYGROUND EQUIPMENT WITH A STICK WHICH HE THREW ON THE GROUND. THE STICK HIT THE GROUND AND BOUNCED UP AND HIT [REDACTED] ON THE SIDE OF HIS FACE. [REDACTED] WAS IN THE PLAYGROUND BUT DID NOT WITNESS THE INCIDENT. CASE MANAGER [REDACTED] ARRIVED AND ESCORTED [REDACTED] TO FIND HIS MOTHER. [REDACTED] 'S MOTHER THEN TOOK HIM TO IHMS"
SCA15.0450,29/5/2015,NO,MAJOR,Self-Harm,[REDACTED] 27YO MALE WAS ON A WHISKEY HIGH WATCH FROM A PREVIOUS INCIDENT WHEN HE WAS OBSERVED PACING INSIDE TENT 43.4 (AREA [REDACTED] / RPC3). [REDACTED] GRABBED AN INSECT REPLANT BOTTLE AND STARTED DRINKING A SMALL AMOUNT OF ITS CONTENTS. CSO GRABBED [REDACTED] BY THE SHOULDERS WHILE HIS PSS OFFSIDER REMOVED THE BOTTLE FROM [REDACTED]'S HANDS. [REDACTED] SAT DOWN AND BEGAN SOBBING OVER THE INCIDENT. [REDACTED] THEN WALKED HIMSELF UP TO A SERVICE VEHICLE WHERE HE WAS TRANSPORTED TO RPC1 IHMS FOR REFERRAL. [REDACTED] REMAINS ON HIGH WATCH.
SCA15.0451,29/5/2015,NO,MAJOR,Self-Harm,SCO [REDACTED] AND CSO [REDACTED] WERE TASKED WITH A CONSTANT WATCH OF A/S [REDACTED] . [REDACTED] STOOD UP FROM HIS BED AD BEGAN PACING AROUND THE ROOM. HE WAS HOLDING A BOTTLE OF INSECT REPELLENT AND HAD WHAT APPEARED TO BE A WHITE LIQUID ON THE SIDES OF HIS LIPS. HE STATED HE HAVE CONSUMED SOME OF THE LIQUID.
SCA15.0364,30/5/2015,YES,MINOR,Missing Property,"AT APPROXIMATELY 21:30 30/05/2015, SCA STAFF MEMBER [REDACTED] WAS RIDING THE BUS BACK FROM RPC3 TO RPC1 WHEN HER PHONE LIKELY FELL OUT OF HER POCKET. SCA STAFF MEMBER [REDACTED] WASN'T AWARE UNTIL THIS MORNING WHEN SHE HAD LOST HER PHONE. SCA STAFF MEMBER [REDACTED] CONTACTED CONTROL TO SEE WHTHER A PHONE HAD BEEN HANDED IN HOWEVER IT HADN'T"
SCA15.0452,30/5/2015,NO,MAJOR,Self-Harm,[REDACTED] SHHOWED ME A CUT ON HER LFT WRIST. THERE WAS A LOT OF DRY BLOOD BUT NO BLEEDING PRESENT.
SCA15.0366,1/6/2015,NO,MINOR,Self-Harm Threat,"CW [REDACTED] IN THE COMPANY OF TRANSFIELD CULTURAL ADVISORS [REDACTED], AND WILSONS SECURITY WHISKY 3 [REDACTED] WENT TO MEET WITH [REDACTED] FOLLOWING THE MESSAGING THAT HE WILL BE RELOCATED TO RPC2 THIS COMING WEDNESDAY THE 3/06/2015. [REDACTED] EMERGED FROM HIS TENT AGITATED AND UPSET. [REDACTED] STATED THAT HE WILL NOT GO TO RPC2 AND THAT HE WILL ""KILL HIMSELF IF WILSONS SECURITY, THE NAURU POLICE AND OTHERS TRY TO MOVE HIM AND THE WILL HAVE TO HANDCUFF HIM"". [REDACTED] DID NOT STAY TO DISCUSS THIS FURTHER WILL ALL PARTIES AND WENT OT THE SMOKING AREA."
SCA15.0369,1/6/2015,YES,MINOR,Antisocial Behaviour,"AT 20:15 AN ACTIVITY IN THE RECREATION TENT RUN BY SCA CHILD AND YOUTH RECREATION STAFF WAS CANCELLED. [REDACTED] THREW A WII REMOTE CONTROL TO THE GROUND ABD PROCEEDED TO RIP THE POWER CORD FROM THE TV. SCA STAFF MEMBER [REDACTED] CANCELLED THE ACTIVITY AND REQUESTED ALL CHILDREN LEAVE THE RECREATION TENT. SCA STAFF MEMBER [REDACTED] LEFT THE RECREATION TENT TO REQUEST THE ASSISTANCE OF WILSON SECURITY STAFF. ONCE ALL OTHER CHILDREN HAD LEFT THE RECREATION TENT, SCA STAFF WITH THE ASSISTANCE OF WILSONS SECURITY ESCORTED [REDACTED] FROM THE RECREATION TENT."
SCA15.0370,1/6/2015,YES,MAJOR,ASSAULT,"AT 20:15 SCA WORKER [REDACTED] WITNESSED [REDACTED] SLAP CHILDREN [REDACTED] ABD [REDACTED] ACROSS THE FACES AS BOTH CHILDREN TOLD [REDACTED] TO STOP TURNING OFF THE LIGHTS IN THE REC TENT. SCA WORKER [REDACTED] WITNESSED THAT [REDACTED] ABD [REDACTED] WERE VERY DISTRAUGHT AND BEGAN CRYING. SCA WORKER [REDACTED] TOOK CHILDREN TO FIND THEIR PARENTS AT TENT. SCA WORKER COULD NOT SEE ANY REDNESS ON FACES AND CHILDREN DID NOT NEED ANY MEDICAL ATTENTION. SCA WORKER [REDACTED] OBSERVED WHEN SHE LEFT AREA 9 THAT [REDACTED] ABD [REDACTED] WERE LAUGHING AND PLAYING WITH OTHER CHILDREN. SCA WORKERS [REDACTED] AND [REDACTED] SPOKE TO [REDACTED] ABOUT HER BEHAVIOUR AND ALTERNATIVE WAYS SHE CAN DEAL WITH HER ANGER EG. TALKING TO A SAFE PERSON LIKE A TEACHER OF HER FATHER. SCA WORKER [REDACTED] SPOKE TO [REDACTED] S FATHER ABOUT HER BEHAVIOUR.
 CHANGED TO MINOR BY SECURITY"
SCA15.0367,2/6/2015,NO,MAJOR,Assault on a Minor,"CW [REDACTED] CONDUCTED THERAPEUTIC SESSION WITH [REDACTED] USING BEAR CARDS. A PICTURE OF A CRYING BEAR CARD WAS SHOWN AND CW ASKED [REDACTED] SOME QUESTIONS ABOUT THE CRYING BEAR AND [REDACTED] GAVE THE FOLLOWING RESPONSES:
 - ""MAYBE SHE MUM HIT SHE""
 - ""ON HER CHEEK""
 - ""MAYBE SHE MUM ASKED HER TO TAKE SOMETHING AND SHE DIDN'T AND SHE MUM HIT SHE"""
SCA15.0371,2/6/2015,YES,MAJOR,ASSAULT,"SCA STAFF [REDACTED] AND [REDACTED] WERE PACKING UP THE LOCKED ROOM AT THE BACK OF THE REC TENT, AT APPROXIMATELY 20:30HOURS. AS STAFF WALKED PAST THE MAIN ROOM OF THE REC TENT THEY OBSERVED TWO CHILDREN INVOLVED IN A FIGHT.
 THE CHILDREN WERE IDENTIFIED AT [REDACTED], AND [REDACTED] ([REDACTED]). [REDACTED] BEGAN TO SWEAR AT [REDACTED] AND THREATEN HIM THAT SHE WOULD DO MORE DAMAGE NEXT TIME. SHE LEFT THE REC TENT AND WALKED OFF.
 STAFF MEMBERS CHECKED [REDACTED], AND HAD HAD SUSTAINED TWO SMALL SCRATCHES ON HIS UPPER ARM, ONE OF WHICH WAS BLEEDING SLIGHTLY. [REDACTED] WAS OFFERED FIRST AID, BUT DECLINED.
 STAFF DISCUSSED THE INCIDENT WITH [REDACTED], AND HIS TWO FRIENDS WHO WERE WITNESSES TO THE FIGHT, [REDACTED] AND [REDACTED] AND THE LEFT TO RETURN TO THEIR TENTS.
 AS STAFF WERE LEAVING OPC THROUGH THE VOLLEYBALL COURT, [REDACTED] APPROACHED STAFF WITH HER FATHER. STAFF EXPLAINED THE INCIDENT TO [REDACTED] S FATHER, WHO TOOK [REDACTED] HOME.
 CHANGED TO MINOR BY SECURITY"
SCA15.0372,3/6/2015,NO,MINOR,Self-Harm Threat,"ON THE 3RD JUNE AT APPROXIMATELY 10:30AM CM [REDACTED] OBSERVED [REDACTED] ENGAGING WITH CM JULIA CLIFFORD. CM APPROACHED AND ENGAGED IN CONVERSATION WITH [REDACTED] . CM OBSERVED [REDACTED] TO BE CRYING AND REPORTING PAIN IN HER STOMACH. [REDACTED] INFORMED CM GRACE AND CM JULIA THAT SHE BELIEVED ‘IHMS TO BE DOING NOTHING FOR MY PAIN’ AND STATED ‘I WILL THROW MYSELF IN THE OCEAN…I WILL WRITE A LETTER TO MY SISTER, CAN YOU PLEASE GIVE IT TO HER FOR ME’. 
 THE TOPIC OF THE CONVERSATION THAT FOLLOWED RELATED TO EXPLORING [REDACTED] ’S RELATIONSHIP WITH IHMS AND SUGGESTED TREATMENTS PREVIOUSLY OFFERED. [REDACTED] REPORTED TO HAVE REFUSED A COLONOSCOPY DUE TO A PERCEIVED ALLERGIC REACTION TO A ‘POWDER’ THAT WAS GIVEN PRIOR TO THE SCHEDULED APPOINTMENT AT THE RON HOSPITAL. CM ENCOURAGED [REDACTED] TO RE-ENGAGE WITH IHMS REGARDING HER MEDICAL ISSUES."
SCA15.0373,3/6/2015,NO,MINOR,Self-Harm Threat,"CM [REDACTED] (RPC3 ADMIN OFFICE) RECEIVED A PHONE CALL FROM DR [REDACTED] AT IHMS RPC1 REQUESTING CM TO ATTEND TO A MEETING AT RPC1 IN REGARDS TO A/S [REDACTED]. CM [REDACTED] HAD A MEETING WITH MH NURSE [REDACTED] AND IHMS DR [REDACTED] RAISING CONCERNS ABOUT THEIR CURRENT PATIENT [REDACTED] AS SHE IS IN EXTREME PHYSICAL PAIN BUT REFUSING MEDICAL CHECK AND MEDICATION. IHMS AND MH HAVE RECOMMENDED SHE BE PLACED IN MAA ACCOM HOWEVER [REDACTED] HAS REFUSED AND WISHES TO RETURN TO RPC3.
 CM [REDACTED] SPOKE WITH [REDACTED] ABOUT THE IMPORTANCE OF TAKING THE MEDICATION AND HAVING A MEDICAL CHECK TO RELIEVE HER PAIN HOWEVER SHE REFUSED. CM ALSO SPOKE ABOUT ATTENDING MAA ACCOM UNTIL SHE GETS BETTER HOWEVER SHE REFUSED. DURING THE COURSE OF THE DISCUSSION, [REDACTED] PROCEEDED TO STATE 'SEND ME BACK TO RPC3 SO I CAN DIE, I JUST WANT TO DIE'. THIS WAS REPEATED SEVERAL TIMES DURING THE ENGAGEMENT."
SCA15.0453,3/6/2015,NO,MAJOR,Assault,[REDACTED] WAS AGGRESSIVE AND VERBALLY ABUSIVE AT MEDICAL STAFF WHILE THEY TRIED TO ADMINISTER MEDICATION. ALSO MAKING SEVERAL ATTEMPTS TO BITE THE HAND OF MEDICAL STAFF.
